status,list,section,supplementary,ordinal,printed_ordinal,author,title,year,work_id,score,entry
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,8,8,"Hawk, Shane, y Theodore C","Van Alst Jr., editores",2023,hawk-never-whistle-at-night-an-2023,0.75,"Hawk, Shane, y Theodore C. Van Alst Jr., editores. Never Whistle at Night: An Indigenous Dark Fiction Anthology. Vintage Books, 2023."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,9,9,"Meléndez, A",Gabriel,1997,melendez-so-all-is-not-lost-1997,0.55,"Meléndez, A. Gabriel. So All Is Not Lost: The Poetics of Print in Nuevomexicano Communities, 1834–1958. University of New Mexico Press, 1997."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,10,10,"Rabasa, José","Without History: Subaltern Studies, the Zapatista Insurgency, and the Limits of Historical Discourse",2010,rabasa-without-history-subaltern-studies-the-2010,1.0,"Rabasa, José. Without History: Subaltern Studies, the Zapatista Insurgency, and the Limits of Historical Discourse. University of Pittsburgh Press, 2010."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,11,11,"Ortega, Élika",Binding Media: Hybrid Print-Digital Literature from across the Americas,2025,ortega-binding-media-hybrid-print-digital-2025,1.0,"Ortega, Élika. Binding Media: Hybrid Print-Digital Literature from across the Americas. Stanford University Press, 2025."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,12,12,"Boj López, Floridalma",Indigenous Archives: The Maya Diaspora and Mobile Cultural Production,2026,boj-lopez-indigenous-archives-the-maya-diaspora-2026,1.0,"Boj López, Floridalma. Indigenous Archives: The Maya Diaspora and Mobile Cultural Production. Duke University Press, 2026."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,13,13,"Fisher, Mark","Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures",2014,fisher-ghosts-of-my-life-writings-2014,1.0,"Fisher, Mark. Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures. Zero Books, 2014."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,14,14,"Spooner, Catherine",Contemporary Gothic,2006,spooner-contemporary-gothic-2006,1.0,"Spooner, Catherine. Contemporary Gothic. Reaktion Books, 2006."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,15,15,"Campra, Rosalba",Territorios de la ficción: lo fantástico,2008,campra-territorios-de-la-ficcion-lo-2008,1.0,"Campra, Rosalba. Territorios de la ficción: lo fantástico. Renacimiento, 2008."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,16,16,"Keetley, Dawn",Folk Gothic,2024,keetley-folk-gothic-2024,1.0,"Keetley, Dawn. Folk Gothic. Cambridge University Press, 2024."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,17,17,"Padilla, Genaro","The Daring Flight of My Pen: Cultural Politics and Gaspar Pérez de Villagrá’s Historia de la Nueva México, 1610",2010,padilla-the-daring-flight-of-my-2010,1.0,"Padilla, Genaro. The Daring Flight of My Pen: Cultural Politics and Gaspar Pérez de Villagrá’s Historia de la Nueva México, 1610. University of New Mexico Press, 2010."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,18,18,"Scovell, Adam",Folk Horror: Hours Dreadful and Things Strange,2017,scovell-folk-horror-hours-dreadful-and-2017,1.0,"Scovell, Adam. Folk Horror: Hours Dreadful and Things Strange. Auteur, 2017."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,19,19,"Méndez, María Águeda, coordinadora","Catálogo de textos marginados novohispanos: Inquisición, siglos XVIII y XIX",1992,mendez-catalogo-de-textos-marginados-novohispan-1992,1.0,"Méndez, María Águeda, coordinadora. Catálogo de textos marginados novohispanos: Inquisición, siglos XVIII y XIX. Archivo General de la Nación / El Colegio de México / Universidad Nacional Autónoma de México, 1992."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,20,20,"Mignolo, Walter",Teoría del texto e interpretación de textos,1986,mignolo-teoria-del-texto-e-interpretacion-1986,1.0,"Mignolo, Walter. Teoría del texto e interpretación de textos. Universidad Nacional Autónoma de México, 1986."
supplementary,"II. DISSERTATION: COLONIAL ARCHIVES, ORAL TRADITIONS, HAUNTING,",Supplementary,True,21,21,"Rodríguez, Gregorita","Singing for My Echo: Memories of Gregorita Rodríguez, a Native Healer of Santa Fe",1987,rodriguez-singing-for-my-echo-memories-1987,1.0,"Rodríguez, Gregorita. Singing for My Echo: Memories of Gregorita Rodríguez, a Native Healer of Santa Fe. Relato recogido por Edith Powers, Cota Editions / Ocean Tree, 1987. INDIGENOUS TEXTS"
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","A. Nation, Race, and Revolution in Mexican Literature",False,1,1,"Fernández de Lizardi, José Joaquín",El Periquillo Sarniento,1959,fernandez-de-lizardi-el-periquillo-sarniento-1816,1.0,"Fernández de Lizardi, José Joaquín. El Periquillo Sarniento. 1816. Prólogo de Jefferson Rea Spell, Porrúa, 1959."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","A. Nation, Race, and Revolution in Mexican Literature",False,2,2,"Payno, Manuel",Los bandidos de Río Frío,1959,payno-los-bandidos-de-rio-frio-1891,1.0,"Payno, Manuel. Los bandidos de Río Frío. 1889–91. Edición y prólogo de Antonio Castro Leal, Porrúa, 1959."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","A. Nation, Race, and Revolution in Mexican Literature",False,3,3,"Frías, Heriberto",Tomóchic,1893,frias-tomochic-1893,1.0,"Frías, Heriberto. Tomóchic. Tipografía El Demócrata, 1893."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","A. Nation, Race, and Revolution in Mexican Literature",False,4,4,"Azuela, Mariano",Los de abajo,1915,azuela-los-de-abajo-1915,1.0,"Azuela, Mariano. Los de abajo. Folletín de El Paso del Norte, 1915."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","A. Nation, Race, and Revolution in Mexican Literature",False,5,5,"Vasconcelos, José",La raza cósmica: misión de la raza iberoamericana,1925,vasconcelos-la-raza-cosmica-1925,1.0,"Vasconcelos, José. La raza cósmica: misión de la raza iberoamericana. Agencia Mundial de Librería, 1925."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","A. Nation, Race, and Revolution in Mexican Literature",False,6,6,"Campobello, Nellie",Cartucho: relatos de la lucha en el norte de México,1931,campobello-cartucho-1931,1.0,"Campobello, Nellie. Cartucho: relatos de la lucha en el norte de México. Ediciones Integrales, 1931."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","A. Nation, Race, and Revolution in Mexican Literature",False,7,7,"Revueltas, José",El luto humano,1943,revueltas-el-luto-humano-1943,1.0,"Revueltas, José. El luto humano. Editorial México, 1943."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","A. Nation, Race, and Revolution in Mexican Literature",False,8,8,"Paz, Octavio",El laberinto de la soledad,1950,paz-el-laberinto-de-la-soledad-1950,1.0,"Paz, Octavio. El laberinto de la soledad. Cuadernos Americanos, 1950."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","A. Nation, Race, and Revolution in Mexican Literature",False,9,9,"Fuentes, Carlos",La muerte de Artemio Cruz,1962,fuentes-la-muerte-de-artemio-cruz-1962,1.0,"Fuentes, Carlos. La muerte de Artemio Cruz. Fondo de Cultura Económica, 1962."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",False,1,10,"Arce, Julio G",[Jorge Ulica],1982,arce-cronicas-diabolicas-1916-1926-1982,0.78,"Arce, Julio G. [Jorge Ulica]. Crónicas diabólicas, 1916–1926. Edición de Juan Rodríguez, Maize Press, 1982."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",False,2,11,"Venegas, Daniel",Las aventuras de don Chipote o Cuando los pericos mamen,1999,venegas-las-aventuras-de-don-chipote-1928,1.0,"Venegas, Daniel. Las aventuras de don Chipote o Cuando los pericos mamen. 1928. Edición de Nicolás Kanellos, Arte Público Press, 1999."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",False,3,12,"Paredes, Américo",“With His Pistol in His Hand”: A Border Ballad and Its Hero,1958,paredes-with-his-pistol-in-his-1958,1.0,"Paredes, Américo. “With His Pistol in His Hand”: A Border Ballad and Its Hero. University of Texas Press, 1958."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",False,4,13,"Gonzales, Rodolfo “Corky",1967,1972,gonzales-yo-soy-joaquin-1967,0.95,"Gonzales, Rodolfo “Corky.” I Am Joaquín / Yo soy Joaquín: An Epic Poem. 1967. Bantam Books, 1972."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",False,5,14,"Rivera, Tomás",…y no se lo tragó la tierra / …And the Earth Did Not Devour Him,1996,rivera-y-no-se-lo-trago-1996,1.0,"Rivera, Tomás. …y no se lo tragó la tierra / …And the Earth Did Not Devour Him. 1971. Traducción de Evangelina Vigil-Piñón, Arte Público Press, 1996."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","B. Mexican American Print Culture, Folklore, and Chicano Cultural Nationalism",False,6,15,La Chrisx,“La loca de la raza cósmica.” 1978,1993,la-chrisx-la-loca-de-la-raza-1978,1.0,"La Chrisx. “La loca de la raza cósmica.” 1978. Infinite Divisions: An Anthology of Chicana Literature, editado por Tey Diana Rebolledo y Eliana S. Rivero, University of Arizona Press, 1993, pp. 84–87."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","C. Chicana Feminisms, Embodiment, and Cultural Memory",False,1,16,"Corpi, Lucha",Palabras de mediodía / Noon Words,1980,corpi-palabras-de-mediodia-noon-words-1980,1.0,"Corpi, Lucha. Palabras de mediodía / Noon Words. Traducción de Catherine Rodríguez- Nieto, El Fuego de Aztlán Publications, 1980."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","C. Chicana Feminisms, Embodiment, and Cultural Memory",False,2,17,"Viramontes, Helena María",The Moths and Other Stories,1985,viramontes-the-moths-and-other-stories-1985,1.0,"Viramontes, Helena María. The Moths and Other Stories. Arte Público Press, 1985."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","C. Chicana Feminisms, Embodiment, and Cultural Memory",False,3,18,"Chávez, Denise",Loving Pedro Infante,2001,chavez-loving-pedro-infante-2001,1.0,"Chávez, Denise. Loving Pedro Infante. Farrar, Straus and Giroux, 2001."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","C. Chicana Feminisms, Embodiment, and Cultural Memory",False,4,19,"Fajardo-Anstine, Kali",Sabrina & Corina: Stories,2019,fajardo-anstine-sabrina-corina-stories-2019,1.0,"Fajardo-Anstine, Kali. Sabrina & Corina: Stories. One World, 2019."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","D. Migration, Borders, and Cultural Translation",False,1,20,"Jiménez, Francisco",Cajas de cartón: relatos de la vida peregrina de un niño campesino,2002,jimenez-cajas-de-carton-2002,1.0,"Jiménez, Francisco. Cajas de cartón: relatos de la vida peregrina de un niño campesino. Houghton Mifflin, 2000. Senderos fronterizos. Houghton Mifflin, 2002."
split,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","D. Migration, Borders, and Cultural Translation",False,1,20,"Jiménez, Francisco",Cajas de cartón: relatos de la vida peregrina de un niño campesino,2002,jimenez-senderos-fronterizos-2002,1.0,"Jiménez, Francisco. Cajas de cartón: relatos de la vida peregrina de un niño campesino. Houghton Mifflin, 2000. Senderos fronterizos. Houghton Mifflin, 2002."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","D. Migration, Borders, and Cultural Translation",False,2,21,"Alarcón, Francisco X",From the Other Side of Night / Del otro lado de la noche: New and Selected Poems,2002,alarcon-from-the-other-side-of-2002,1.0,"Alarcón, Francisco X. From the Other Side of Night / Del otro lado de la noche: New and Selected Poems. University of Arizona Press, 2002."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","D. Migration, Borders, and Cultural Translation",False,3,22,"Grande, Reyna",A través de cien montañas,2007,grande-a-traves-de-cien-montanas-2007,1.0,"Grande, Reyna. A través de cien montañas. Atria Books, 2007."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","D. Migration, Borders, and Cultural Translation",False,4,23,"Urrea, Luis Alberto",The Devil’s Highway,2004,urrea-devil-s-highway-2004,1.0,"Urrea, Luis Alberto. The Devil’s Highway. Little, Brown and Company, 2004."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","D. Migration, Borders, and Cultural Translation",False,5,24,"Castillo, Marcelo Hernandez",Children of the Land: A Memoir,2020,castillo-children-land-memoir-2020,1.0,"Castillo, Marcelo Hernandez. Children of the Land: A Memoir. Harper Perennial, 2020."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","E. Haunting, Death, and Fantastic Narrative",False,1,25,"Rulfo, Juan",El llano en llamas,1955,rulfo-el-llano-en-llamas-1955,1.0,"Rulfo, Juan. El llano en llamas. Fondo de Cultura Económica, 1953. Pedro Páramo. Fondo de Cultura Económica, 1955."
split,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","E. Haunting, Death, and Fantastic Narrative",False,1,25,"Rulfo, Juan",El llano en llamas,1955,rulfo-pedro-paramo-1955,1.0,"Rulfo, Juan. El llano en llamas. Fondo de Cultura Económica, 1953. Pedro Páramo. Fondo de Cultura Económica, 1955."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","E. Haunting, Death, and Fantastic Narrative",False,2,26,"Anaya, Rudolfo","Bless Me, Ultima",1972,anaya-bless-me-ultima-1972,1.0,"Anaya, Rudolfo. Bless Me, Ultima. Quinto Sol Publications, 1972."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","E. Haunting, Death, and Fantastic Narrative",False,3,27,"Arias, Ron",El camino a Tamazunchale,2002,arias-el-camino-a-tamazunchale-2002,1.0,"Arias, Ron. El camino a Tamazunchale. Traducción de Beth Pollack y Ricardo Aguilar Melantzón, Bilingual Press / Editorial Bilingüe, 2002."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","E. Haunting, Death, and Fantastic Narrative",False,4,28,"Valdemar García, Itz-Ollin",La casa del brujo / The Sorcerer’s House,1984,valdemar-garcia-la-casa-del-brujo-the-1984,1.0,"Valdemar García, Itz-Ollin. La casa del brujo / The Sorcerer’s House. Muchos Charcos Books, 1984."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","E. Haunting, Death, and Fantastic Narrative",False,5,29,"Anzaldúa, Gloria",Prietita and the Ghost Woman,1995,anzaldua-prietita-and-the-ghost-woman-1995,1.0,"Anzaldúa, Gloria. Prietita and the Ghost Woman. Ilustraciones de Maya Christina Gonzalez, Children’s Book Press, 1995."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","E. Haunting, Death, and Fantastic Narrative",False,6,30,"Méndez, Miguel",Los muertos también cuentan,1995,mendez-los-muertos-tambien-cuentan-1995,1.0,"Méndez, Miguel. Los muertos también cuentan. Universidad Autónoma de Ciudad Juárez, 1995."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","E. Haunting, Death, and Fantastic Narrative",False,7,31,"Herrera, Yuri",La transmigración de los cuerpos,2013,herrera-la-transmigracion-de-los-cuerpos-2013,1.0,"Herrera, Yuri. La transmigración de los cuerpos. Periférica, 2013."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","E. Haunting, Death, and Fantastic Narrative",False,8,32,"Rivera Garza, Cristina",Los muertos indóciles: necroescrituras y desapropiación,2013,rivera-garza-los-muertos-indociles-necroescrituras-y-2013,1.0,"Rivera Garza, Cristina. Los muertos indóciles: necroescrituras y desapropiación. Tusquets Editores, 2013."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","E. Haunting, Death, and Fantastic Narrative",False,9,33,"Fragoza, Carribean",Eat the Mouth That Feeds You,2021,fragoza-eat-the-mouth-that-feeds-2021,1.0,"Fragoza, Carribean. Eat the Mouth That Feeds You. City Lights Publishers, 2021."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE","E. Haunting, Death, and Fantastic Narrative",False,10,34,"Dávila, Amparo",Cuentos reunidos,2009,davila-cuentos-reunidos,1.0,"Dávila, Amparo. Cuentos reunidos. Fondo de Cultura Económica, 2009."
matched,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE",F. Teaching Practice and Pedagogy,False,1,35,"Sánchez Prado, Ignacio M",Teaching the Mexican Revolution,2026,sanchez-prado-teaching-the-mexican-revolution-2026,1.0,"Sánchez Prado, Ignacio M., editor. Teaching the Mexican Revolution. Modern Language Association of America, 2026."
supplementary,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE",Supplementary,True,1,1,"Luiselli, Valeria",Los niños perdidos: un ensayo en cuarenta preguntas,2016,luiselli-los-ninos-perdidos-un-ensayo-2016,1.0,"Luiselli, Valeria. Los niños perdidos: un ensayo en cuarenta preguntas. Sexto Piso, 2016."
supplementary,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE",Supplementary,True,2,2,"Castillo, Ana",The Guardians,2007,castillo-the-guardians-2007,1.0,"Castillo, Ana. The Guardians. Random House, 2007."
supplementary,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE",Supplementary,True,3,3,"Gómez-Peña, Guillermo",Bitácora del cruce,2006,gomez-pena-bitacora-del-cruce-2006,1.0,"Gómez-Peña, Guillermo. Bitácora del cruce. Fondo de Cultura Económica, 2006."
supplementary,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE",Supplementary,True,4,4,"Díaz, Natalie",Postcolonial Love Poem,2020,diaz-postcolonial-love-poem-2020,1.0,"Díaz, Natalie. Postcolonial Love Poem. Graywolf Press, 2020."
supplementary,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE",Supplementary,True,5,5,"Pineda, Irma",Nostalgia Doesn’t Flow Away Like Riverwater / Xilase qui rié di’ sicasi rié nisa guiigu’ / La nostalgia no se marcha como el agua de los ríos,2024,pineda-nostalgia-doesn-t-flow-away-2024,1.0,"Pineda, Irma. Nostalgia Doesn’t Flow Away Like Riverwater / Xilase qui rié di’ sicasi rié nisa guiigu’ / La nostalgia no se marcha como el agua de los ríos. Traducción al inglés de Wendy Call, Phoneme Media / Deep Vellum, 2024."
supplementary,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE",Supplementary,True,6,6,"Martínez, Elizabeth Coonrod, editora",Teaching Late-Twentieth-Century Mexicana and Chicana Writers,2020,martinez-teaching-late-twentieth-century-mexicana-2020,1.0,"Martínez, Elizabeth Coonrod, editora. Teaching Late-Twentieth-Century Mexicana and Chicana Writers. Modern Language Association of America, 2020."
supplementary,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE",Supplementary,True,7,7,"Moraga, Cherríe","A Xicana Codex of Changing Consciousness: Writings, 2000–2010",2011,moraga-a-xicana-codex-of-changing-2011,1.0,"Moraga, Cherríe. A Xicana Codex of Changing Consciousness: Writings, 2000–2010. Duke University Press, 2011."
supplementary,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE",Supplementary,True,8,8,"Cisneros, Sandra",Woman Hollering Creek and Other Stories,1991,cisneros-woman-hollering-creek-and-other-1991,1.0,"Cisneros, Sandra. Woman Hollering Creek and Other Stories. Random House, 1991."
supplementary,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE",Supplementary,True,9,9,"Meléndez, A","Gabriel, editor",2025,melendez-ciudadanos-por-tratado-textos-de-2025,0.59,"Meléndez, A. Gabriel, editor. Ciudadanos por tratado: textos de los nuevomexicanos, 1846–1925. Modern Language Association of America, 2025."
supplementary,"III. TEACHING: MEXICAN AND CHICANX LITERATURES, WITH COMPARATIVE",Supplementary,True,10,10,"Mohamed Ihab Bebars, Nehad","Voces femeninas en el cuento mexicano de la generación de medio siglo: la obra cuentística de Guadalupe Dueñas, Amparo Dávila e Inés Arredondo",2012,mohamed-ihab-bebars-voces-femeninas-en-el-cuento-2012,1.0,"Mohamed Ihab Bebars, Nehad. Voces femeninas en el cuento mexicano de la generación de medio siglo: la obra cuentística de Guadalupe Dueñas, Amparo Dávila e Inés Arredondo. Tesis doctoral, Universidad Complutense de Madrid, 2012."
matched,Working Bibliography,,False,1,1,"Alberro, Solange","Inquisición y sociedad en México, 1571–1700",1988,alberro-inquisicion-y-sociedad-en-mexico-1988,1.0,"Alberro, Solange. Inquisición y sociedad en México, 1571–1700. Fondo de Cultura Económica, 1988."
matched,Working Bibliography,,False,2,2,"Aguilar Gil, Yásnaya Elena",Ää: manifiestos sobre la diversidad lingüística,2020,aguilar-gil-aa-manifiestos-sobre-la-diversidad-2020,1.0,"Aguilar Gil, Yásnaya Elena. Ää: manifiestos sobre la diversidad lingüística. Almadía, 2020."
matched,Working Bibliography,,False,3,3,"Beverley, John",Testimonio: On the Politics of Truth,2004,beverley-testimonio-on-the-politics-of-2004,1.0,"Beverley, John. Testimonio: On the Politics of Truth. University of Minnesota Press, 2004."
matched,Working Bibliography,,False,4,4,"Brooks, James F","Captives and Cousins: Slavery, Kinship, and Community in the Southwest Borderlands",2002,brooks-captives-and-cousins-slavery-kinship-2002,1.0,"Brooks, James F. Captives and Cousins: Slavery, Kinship, and Community in the Southwest Borderlands. University of North Carolina Press, 2002."
matched,Working Bibliography,,False,5,5,"Ebright, Malcolm",Land Grants and Lawsuits in Northern New Mexico,1994,ebright-land-grants-and-lawsuits-in-1994,1.0,"Ebright, Malcolm. Land Grants and Lawsuits in Northern New Mexico. University of New Mexico Press, 1994."
matched,Working Bibliography,,False,6,6,"Gutiérrez, Ramón A","When Jesus Came, the Corn Mothers Went Away: Marriage, Sexuality, and Power in New Mexico, 1500–1846",1991,gutierrez-when-jesus-came-the-corn-1991,1.0,"Gutiérrez, Ramón A. When Jesus Came, the Corn Mothers Went Away: Marriage, Sexuality, and Power in New Mexico, 1500–1846. Stanford University Press, 1991."
matched,Working Bibliography,,False,7,7,"Hendrickson, Brett",Border Medicine: A Transcultural History of Mexican American Curanderismo,2014,hendrickson-border-medicine-a-transcultural-history-2014,1.0,"Hendrickson, Brett. Border Medicine: A Transcultural History of Mexican American Curanderismo. New York University Press, 2014."
matched,Working Bibliography,,False,8,8,"Hirsch, Marianne",The Generation of Postmemory: Writing and Visual Culture after the Holocaust,2012,hirsch-the-generation-of-postmemory-writing-2012,1.0,"Hirsch, Marianne. The Generation of Postmemory: Writing and Visual Culture after the Holocaust. Columbia University Press, 2012."
matched,Working Bibliography,,False,9,9,"Jones, Stephen Graham",The Only Good Indians,2020,jones-the-only-good-indians-2020,1.0,"Jones, Stephen Graham. The Only Good Indians. Saga Press, 2020."
matched,Working Bibliography,,False,10,10,"Justice, Daniel Heath",Why Indigenous Literatures Matter,2018,justice-why-indigenous-literatures-matter-2018,1.0,"Justice, Daniel Heath. Why Indigenous Literatures Matter. Wilfrid Laurier University Press, 2018."
matched,Working Bibliography,,False,11,11,"Melchor, Fernanda",Temporada de huracanes,2017,melchor-temporada-de-huracanes-2017,1.0,"Melchor, Fernanda. Temporada de huracanes. Literatura Random House, 2017."
matched,Working Bibliography,,False,12,12,"Meléndez, A",Gabriel,2013,melendez-hidden-chicano-cinema-film-dramas-2013,0.59,"Meléndez, A. Gabriel. Hidden Chicano Cinema: Film Dramas in the Borderlands. Rutgers University Press, 2013."
matched,Working Bibliography,,False,13,13,"Meyer, Doris","Speaking for Themselves: Neomexicano Cultural Identity and the Spanish- Language Press, 1880–1920",1996,meyer-speaking-for-themselves-neomexicano-cult-1996,1.0,"Meyer, Doris. Speaking for Themselves: Neomexicano Cultural Identity and the Spanish- Language Press, 1880–1920. University of New Mexico Press, 1996."
matched,Working Bibliography,,False,14,14,"Nieto-Phillips, John M","The Language of Blood: The Making of Spanish-American Identity in New Mexico, 1880s–1930s",2004,nieto-phillips-the-language-of-blood-the-2004,1.0,"Nieto-Phillips, John M. The Language of Blood: The Making of Spanish-American Identity in New Mexico, 1880s–1930s. University of New Mexico Press, 2004."
matched,Working Bibliography,,False,15,15,"Rappaport, Joanne, y Tom Cummins",Beyond the Lettered City: Indigenous Literacies in the Andes,2012,rappaport-beyond-the-lettered-city-indigenous-2012,1.0,"Rappaport, Joanne, y Tom Cummins. Beyond the Lettered City: Indigenous Literacies in the Andes. Duke University Press, 2012."
matched,Working Bibliography,,False,16,16,"Sklodowska, Elzbieta","Testimonio hispanoamericano: historia, teoría, poética",1992,sklodowska-testimonio-hispanoamericano-historia-teo-1992,1.0,"Sklodowska, Elzbieta. Testimonio hispanoamericano: historia, teoría, poética. Peter Lang, 1992."
matched,Working Bibliography,,False,17,17,"Weigle, Marta","Brothers of Light, Brothers of Blood: The Penitentes of the Southwest",1976,weigle-brothers-of-light-brothers-of-1976,1.0,"Weigle, Marta. Brothers of Light, Brothers of Blood: The Penitentes of the Southwest. University of New Mexico Press, 1976."
matched,Working Bibliography,,False,18,18,"Steinauer-Scudder, Chelsea","“Counter Mapping.” Emergence Magazine, 8 Feb",2018,counter-mapping-https--counter-mapping,0.5,"Steinauer-Scudder, Chelsea. “Counter Mapping.” Emergence Magazine, 8 Feb. 2018. Film by Adam Loften and Emmanuel Vaughan-Lee."
matched,Working Bibliography,,False,19,19,"Sagás, Ernesto",Latino Colorado: The Struggle for Equality in the Centennial State,2025,sagas-latino-colorado,1.0,"Sagás, Ernesto. Latino Colorado: The Struggle for Equality in the Centennial State. University Press of Colorado, 2025."
matched,Working Filmography,,False,1,1,"Akerman, Chantal, directora",De l’autre côté,2002,akerman-de-l-autre-cote-2002,1.0,"Akerman, Chantal, directora. De l’autre côté. 2002."
matched,Working Filmography,,False,2,2,"Almada, Natalia, directora",El velador,2011,almada-el-velador-2011,1.0,"Almada, Natalia, directora. El velador. 2011."
